STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot
IL,17,Christian County,021,17021,2015,33.642,0.06,0.05,0.11,0.00,0.11,0.10,0.00,0.00,0.10,0.01,0.00,0.01,0.01,0.02,0.00,0.00,0.02
IL,17,Clark County,023,17023,2015,15.979,4.96,0.05,5.01,0.00,5.01,10.91,0.00,0.00,10.91,4.91,0.00,4.91,4.91,10.81,0.00,0.00,10.81
IL,17,Clay County,025,17025,2015,13.428,0.01,0.02,0.03,0.00,0.03,0.05,0.00,0.00,0.05,0.01,0.00,0.01,0.01,0.03,0.00,0.00,0.03
IL,17,Clinton County,027,17027,2015,37.786,0.47,0.16,0.63,0.04,0.63,1.26,0.00,0.00,1.26,0.44,0.06,0.50,0.50,1.14,0.00,0.00,1.14
IL,17,Coles County,029,17029,2015,52.521,0.14,0.14,0.28,0.00,0.28,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Cook County,031,17031,2015,5238.216,3.00,1.37,4.37,0.05,4.37,3.83,0.00,0.00,3.83,0.22,0.00,0.22,0.22,0.18,0.00,0.00,0.18
IL,17,Crawford County,033,17033,2015,19.414,5.49,0.07,5.56,0.00,5.56,7.43,0.00,0.00,7.43,5.42,0.00,5.42,5.42,7.34,0.00,0.00,7.34
IL,17,Cumberland County,035,17035,2015,10.898,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,DeKalb County,037,17037,2015,104.352,0.33,0.16,0.49,0.04,0.49,0.78,0.00,0.00,0.78,0.17,0.00,0.17,0.17,0.50,0.00,0.00,0.50
IL,17,De Witt County,039,17039,2015,16.247,0.06,0.02,0.08,0.00,0.08,0.08,0.00,0.00,0.08,0.04,0.00,0.04,0.04,0.04,0.00,0.00,0.04
IL,17,Douglas County,041,17041,2015,19.823,0.16,0.06,0.22,0.00,0.22,0.25,0.00,0.00,0.25,0.10,0.00,0.10,0.10,0.17,0.00,0.00,0.17
IL,17,DuPage County,043,17043,2015,933.736,2.10,0.67,2.77,0.07,2.77,2.74,0.00,0.00,2.74,0.14,0.02,0.16,0.16,0.21,0.00,0.00,0.21
IL,17,Edgar County,045,17045,2015,17.664,0.05,0.02,0.07,0.00,0.07,0.11,0.00,0.00,0.11,0.03,0.00,0.03,0.03,0.07,0.00,0.00,0.07
IL,17,Edwards County,047,17047,2015,6.534,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Effingham County,049,17049,2015,34.371,0.05,0.05,0.10,--,0.10,0.10,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
IL,17,Fayette County,051,17051,2015,22.043,0.02,0.02,0.04,0.00,0.04,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
IL,17,Ford County,053,17053,2015,13.736,0.55,0.00,0.55,0.00,0.55,1.45,0.00,0.00,1.45,0.49,0.00,0.49,0.49,1.41,0.00,0.00,1.41
IL,17,Franklin County,055,17055,2015,39.485,0.11,0.11,0.22,0.00,0.22,0.19,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Fulton County,057,17057,2015,35.699,0.04,0.03,0.07,0.00,0.07,0.20,0.00,0.00,0.20,0.03,0.00,0.03,0.03,0.16,0.00,0.00,0.16
IL,17,Gallatin County,059,17059,2015,5.265,7.05,0.35,7.40,0.00,7.40,31.50,0.00,0.00,31.50,7.05,0.35,7.40,7.40,31.50,0.00,0.00,31.50
IL,17,Greene County,061,17061,2015,13.241,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Grundy County,063,17063,2015,50.541,0.20,0.05,0.25,0.00,0.25,0.60,0.00,0.00,0.60,0.15,0.00,0.15,0.15,0.52,0.00,0.00,0.52
IL,17,Hamilton County,065,17065,2015,8.200,0.08,0.02,0.10,0.00,0.10,0.27,0.00,0.00,0.27,0.08,0.00,0.08,0.08,0.25,0.00,0.00,0.25
IL,17,Hancock County,067,17067,2015,18.543,0.25,0.13,0.38,0.00,0.38,2.71,0.00,0.00,2.71,0.19,0.07,0.26,0.26,2.59,0.00,0.00,2.59
IL,17,Hardin County,069,17069,2015,4.135,0.00,0.01,0.01,0.00,0.01,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02
IL,17,Henderson County,071,17071,2015,6.995,1.59,0.01,1.60,0.00,1.60,18.97,0.00,0.00,18.97,1.59,0.01,1.60,1.60,18.97,0.00,0.00,18.97
IL,17,Henry County,073,17073,2015,49.489,2.78,0.15,2.93,0.00,2.93,8.55,0.00,0.00,8.55,2.63,0.00,2.63,2.63,8.30,0.00,0.00,8.30
IL,17,Iroquois County,075,17075,2015,28.672,0.81,0.04,0.85,0.00,0.85,3.03,0.00,0.00,3.03,0.77,0.00,0.77,0.77,2.96,0.00,0.00,2.96
IL,17,Jackson County,077,17077,2015,59.362,0.21,0.12,0.33,0.00,0.33,1.07,0.00,0.00,1.07,0.21,0.00,0.21,0.21,0.95,0.00,0.00,0.95
IL,17,Jasper County,079,17079,2015,9.607,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Jefferson County,081,17081,2015,38.353,0.02,0.10,0.12,0.00,0.12,0.19,0.00,0.00,0.19,0.02,0.00,0.02,0.02,0.09,0.00,0.00,0.09
IL,17,Jersey County,083,17083,2015,22.372,0.09,0.03,0.12,0.00,0.12,0.14,0.00,0.00,0.14,0.06,0.00,0.06,0.06,0.08,0.00,0.00,0.08
IL,17,Jo Daviess County,085,17085,2015,22.086,0.45,0.11,0.56,0.00,0.56,0.81,0.00,0.00,0.81,0.11,0.00,0.11,0.11,0.41,0.00,0.00,0.41
IL,17,Johnson County,087,17087,2015,12.762,0.07,0.05,0.12,0.00,0.12,0.19,0.00,0.00,0.19,0.07,0.00,0.07,0.07,0.15,0.00,0.00,0.15
IL,17,Kane County,089,17089,2015,530.847,1.08,0.26,1.34,0.48,1.34,1.60,0.00,0.00,1.60,0.31,0.00,0.31,0.31,0.59,0.00,0.00,0.59
IL,17,Kankakee County,091,17091,2015,110.879,5.44,0.49,5.93,0.00,5.93,22.34,0.00,0.00,22.34,5.09,0.40,5.49,5.49,22.03,0.00,0.00,22.03
IL,17,Kendall County,093,17093,2015,123.355,0.13,0.11,0.24,0.17,0.24,0.66,0.00,0.00,0.66,0.04,0.02,0.06,0.06,0.52,0.00,0.00,0.52
IL,17,Knox County,095,17095,2015,51.441,0.16,0.16,0.32,0.00,0.32,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Lake County,097,17097,2015,703.910,2.09,1.60,3.69,--,3.69,3.02,0.00,0.00,3.02,0.50,0.01,0.51,0.51,0.48,0.00,0.00,0.48
IL,17,LaSalle County,099,17099,2015,111.333,1.82,0.14,1.96,0.00,1.96,4.31,0.00,0.00,4.31,1.68,0.00,1.68,1.68,4.06,0.00,0.00,4.06
IL,17,Lawrence County,101,17101,2015,16.491,12.22,0.02,12.24,0.00,12.24,26.92,0.00,0.00,26.92,12.20,0.00,12.20,12.20,26.89,0.00,0.00,26.89
IL,17,Lee County,103,17103,2015,34.584,4.95,0.62,5.57,0.00,5.57,28.84,0.00,0.00,28.84,4.89,0.60,5.49,5.49,28.76,0.00,0.00,28.76
IL,17,Livingston County,105,17105,2015,36.671,0.06,0.06,0.12,0.00,0.12,0.12,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Logan County,107,17107,2015,29.494,0.43,0.07,0.50,0.00,0.43,0.99,0.00,0.00,0.99,0.35,0.00,0.35,0.35,0.93,0.00,0.00,0.93
IL,17,McDonough County,109,17109,2015,31.333,0.07,0.07,0.14,0.00,0.14,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04
IL,17,McHenry County,111,17111,2015,307.343,2.58,0.69,3.27,0.77,3.02,5.21,0.00,0.00,5.21,1.91,0.02,1.93,1.68,4.20,0.00,0.00,4.20
IL,17,McLean County,113,17113,2015,173.166,0.35,0.19,0.54,0.00,0.54,1.94,0.00,0.00,1.94,0.22,0.00,0.22,0.22,1.61,0.00,0.00,1.61
IL,17,Macon County,115,17115,2015,107.303,0.15,0.14,0.29,0.00,0.29,0.22,0.00,0.00,0.22,0.01,0.00,0.01,0.01,0.03,0.00,0.00,0.03
IL,17,Macoupin County,117,17117,2015,46.045,0.02,0.12,0.14,0.00,0.14,0.18,0.00,0.00,0.18,0.02,0.00,0.02,0.02,0.07,0.00,0.00,0.07
IL,17,Madison County,119,17119,2015,266.209,0.39,0.35,0.74,0.00,0.74,0.62,0.00,0.00,0.62,0.04,0.00,0.04,0.04,0.08,0.00,0.00,0.08
IL,17,Marion County,121,17121,2015,38.339,0.00,0.15,0.15,0.00,0.15,0.26,0.00,0.00,0.26,0.00,0.03,0.03,0.03,0.15,0.00,0.00,0.15
IL,17,Marshall County,123,17123,2015,11.982,0.20,0.03,0.23,0.00,0.23,2.44,0.00,0.00,2.44,0.17,0.00,0.17,0.17,2.40,0.00,0.00,2.40
IL,17,Mason County,125,17125,2015,13.701,66.96,0.03,66.99,0.00,55.67,146.05,0.00,0.00,146.05,66.87,0.03,66.90,55.58,145.97,0.00,0.00,145.97
IL,17,Massac County,127,17127,2015,14.766,3.10,0.00,3.10,0.00,3.10,5.18,0.00,0.00,5.18,3.05,0.00,3.05,3.05,5.14,0.00,0.00,5.14
IL,17,Menard County,129,17129,2015,12.444,1.47,0.04,1.51,0.00,1.51,4.97,0.00,0.00,4.97,1.43,0.00,1.43,1.43,4.91,0.00,0.00,4.91
IL,17,Mercer County,131,17131,2015,15.858,4.46,0.07,4.53,0.00,4.53,12.73,0.00,0.00,12.73,4.39,0.00,4.39,4.39,12.63,0.00,0.00,12.63
IL,17,Monroe County,133,17133,2015,33.879,0.54,0.18,0.72,0.00,0.72,2.45,0.00,0.00,2.45,0.48,0.00,0.48,0.48,2.24,0.00,0.00,2.24
IL,17,Montgomery County,135,17135,2015,28.898,0.14,0.10,0.24,0.00,0.24,0.38,0.00,0.00,0.38,0.11,0.00,0.11,0.11,0.28,0.00,0.00,0.28
IL,17,Morgan County,137,17137,2015,34.828,1.03,0.06,1.09,0.00,0.88,3.39,0.00,0.00,3.39,0.97,0.00,0.97,0.76,3.28,0.00,0.00,3.28
IL,17,Moultrie County,139,17139,2015,14.931,0.08,0.02,0.10,0.00,0.10,0.09,0.00,0.00,0.09,0.03,0.00,0.03,0.03,0.05,0.00,0.00,0.05
IL,17,Ogle County,141,17141,2015,51.659,0.22,0.05,0.27,0.00,0.27,0.48,0.00,0.00,0.48,0.06,0.00,0.06,0.06,0.29,0.00,0.00,0.29
IL,17,Peoria County,143,17143,2015,186.221,1.06,0.00,1.06,0.00,1.06,4.01,0.00,0.00,4.01,0.63,0.00,0.63,0.63,3.59,0.00,0.00,3.59
IL,17,Perry County,145,17145,2015,21.543,0.00,0.04,0.04,0.00,0.04,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
IL,17,Piatt County,147,17147,2015,16.387,0.30,0.00,0.30,0.00,0.30,0.56,0.00,0.00,0.56,0.25,0.00,0.25,0.25,0.52,0.00,0.00,0.52
IL,17,Pike County,149,17149,2015,15.989,0.02,0.02,0.04,--,0.04,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Pope County,151,17151,2015,4.226,0.22,0.00,0.22,0.00,0.22,0.44,0.00,0.00,0.44,0.22,0.00,0.22,0.22,0.44,0.00,0.00,0.44
IL,17,Pulaski County,153,17153,2015,5.678,0.75,0.02,0.77,0.00,0.77,1.76,0.00,0.00,1.76,0.75,0.00,0.75,0.75,1.74,0.00,0.00,1.74
IL,17,Putnam County,155,17155,2015,5.644,0.41,0.05,0.46,0.00,0.46,1.35,0.00,0.00,1.35,0.41,0.00,0.41,0.41,1.31,0.00,0.00,1.31
IL,17,Randolph County,157,17157,2015,32.852,0.02,0.05,0.07,0.00,0.07,0.10,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02
IL,17,Richland County,159,17159,2015,16.029,0.01,0.05,0.06,0.00,0.06,0.08,0.00,0.00,0.08,0.01,0.00,0.01,0.01,0.04,0.00,0.00,0.04
IL,17,Rock Island County,161,17161,2015,146.133,1.50,0.27,1.77,0.00,1.77,7.18,0.00,0.00,7.18,1.33,0.00,1.33,1.33,6.82,0.00,0.00,6.82
IL,17,St. Clair County,163,17163,2015,264.052,0.28,0.28,0.56,0.00,0.56,0.60,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03
IL,17,Saline County,165,17165,2015,24.548,0.04,0.07,0.11,0.00,0.11,0.15,0.00,0.00,0.15,0.04,0.00,0.04,0.04,0.09,0.00,0.00,0.09
IL,17,Sangamon County,167,17167,2015,198.712,0.26,0.27,0.53,0.00,0.53,0.42,0.00,0.00,0.42,0.00,0.01,0.01,0.01,0.03,0.00,0.00,0.03
IL,17,Schuyler County,169,17169,2015,7.032,0.20,0.02,0.22,0.00,0.22,3.33,0.00,0.00,3.33,0.20,0.00,0.20,0.20,3.31,0.00,0.00,3.31
IL,17,Scott County,171,17171,2015,5.092,0.00,0.02,0.02,0.00,0.02,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Shelby County,173,17173,2015,21.775,0.03,0.07,0.10,0.00,0.10,0.11,0.00,0.00,0.11,0.00,0.04,0.04,0.04,0.02,0.00,0.00,0.02
IL,17,Stark County,175,17175,2015,5.788,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
IL,17,Stephenson County,177,17177,2015,45.749,0.07,0.15,0.22,0.00,0.22,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Tazewell County,179,17179,2015,134.800,20.83,0.14,20.97,0.00,18.12,50.21,0.00,0.00,50.21,20.69,0.00,20.69,17.84,49.91,0.00,0.00,49.91
IL,17,Union County,181,17181,2015,17.408,0.07,0.01,0.08,0.00,0.08,0.20,0.00,0.00,0.20,0.06,0.00,0.06,0.06,0.18,0.00,0.00,0.18
IL,17,Vermilion County,183,17183,2015,79.282,0.47,0.20,0.67,0.00,0.67,2.03,0.00,0.00,2.03,0.42,0.05,0.47,0.47,1.82,0.00,0.00,1.82
IL,17,Wabash County,185,17185,2015,11.542,0.82,0.02,0.84,0.00,0.84,2.37,0.00,0.00,2.37,0.80,0.00,0.80,0.80,2.33,0.00,0.00,2.33
IL,17,Warren County,187,17187,2015,17.527,0.05,0.05,0.10,0.00,0.10,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Washington County,189,17189,2015,14.270,0.00,0.06,0.06,0.00,0.06,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Wayne County,191,17191,2015,16.423,0.48,0.04,0.52,0.00,0.52,1.50,0.00,0.00,1.50,0.48,0.00,0.48,0.48,1.47,0.00,0.00,1.47
IL,17,White County,193,17193,2015,14.327,10.97,0.20,11.17,0.00,11.17,26.79,0.00,0.00,26.79,10.97,0.18,11.15,11.15,26.77,0.00,0.00,26.77
IL,17,Whiteside County,195,17195,2015,57.079,12.62,0.20,12.82,0.00,12.82,69.88,0.00,0.00,69.88,12.47,0.13,12.60,12.60,69.64,0.00,0.00,69.64
IL,17,Will County,197,17197,2015,687.263,1.24,0.54,1.78,--,1.78,2.71,0.00,0.00,2.71,0.22,0.03,0.25,0.25,1.29,0.00,0.00,1.29
IL,17,Williamson County,199,17199,2015,67.466,0.00,0.35,0.35,--,0.35,0.19,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,17,Winnebago County,201,17201,2015,287.078,0.55,0.20,0.75,0.00,0.75,0.76,0.00,0.00,0.76,0.13,0.00,0.13,0.13,0.27,0.00,0.00,0.27
IL,17,Woodford County,203,17203,2015,39.227,0.20,0.04,0.24,0.00,0.24,0.44,0.00,0.00,0.44,0.02,0.04,0.06,0.06,0.27,0.00,0.00,0.27
IN,18,Adams County,001,18001,2015,34.980,0.03,0.00,0.03,0.00,0.02,0.28,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.15
IN,18,Allen County,003,18003,2015,368.450,0.22,0.06,0.28,0.00,0.25,1.13,0.00,0.00,1.13,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.40
IN,18,Bartholomew County,005,18005,2015,81.162,4.14,0.22,4.36,0.00,3.92,13.58,0.00,0.00,13.58,4.04,0.22,4.26,3.83,13.51,0.00,0.00,13.51
IN,18,Benton County,007,18007,2015,8.681,0.30,0.05,0.35,0.00,0.32,5.50,0.00,0.00,5.50,0.30,0.05,0.35,0.32,5.50,0.00,0.00,5.50
IN,18,Blackford County,009,18009,2015,12.298,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
IN,18,Boone County,011,18011,2015,63.344,0.01,0.41,0.42,0.00,0.37,1.17,0.00,0.00,1.17,0.00,0.37,0.37,0.33,0.91,0.00,0.00,0.91
IN,18,Brown County,013,18013,2015,14.977,0.00,0.02,0.02,0.00,0.02,0.13,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.06
IN,18,Carroll County,015,18015,2015,19.856,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.44
IN,18,Cass County,017,18017,2015,37.979,0.21,0.08,0.29,0.00,0.27,2.06,0.00,0.00,2.06,0.21,0.01,0.22,0.20,1.93,0.00,0.00,1.93
IN,18,Clark County,019,18019,2015,115.371,0.00,0.16,0.16,0.00,0.14,0.56,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.43
IN,18,Clay County,021,18021,2015,26.503,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.18
IN,18,Clinton County,023,18023,2015,32.609,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,1.04,0.00,0.00,0.00,0.00,1.04,0.00,0.00,1.04
IN,18,Crawford County,025,18025,2015,10.483,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IN,18,Daviess County,027,18027,2015,32.906,0.42,0.00,0.42,0.00,0.38,5.90,0.00,0.00,5.90,0.42,0.00,0.42,0.38,5.83,0.00,0.00,5.83
IN,18,Dearborn County,029,18029,2015,49.455,0.00,0.06,0.06,0.00,0.05,0.17,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10
IN,18,Decatur County,031,18031,2015,26.521,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04
IN,18,DeKalb County,033,18033,2015,42.589,0.37,0.01,0.38,0.00,0.35,0.84,0.00,0.00,0.84,0.35,0.00,0.35,0.32,0.77,0.00,0.00,0.77
IN,18,Delaware County,035,18035,2015,116.852,0.07,0.32,0.39,0.00,0.35,0.30,0.00,0.00,0.30,0.02,0.00,0.02,0.02,0.04,0.00,0.00,0.04
IN,18,Dubois County,037,18037,2015,42.461,0.00,0.11,0.11,0.00,0.10,0.31,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.18
IN,18,Elkhart County,039,18039,2015,203.474,5.39,1.43,6.82,0.00,6.13,25.85,0.00,0.00,25.85,5.28,1.32,6.60,5.94,25.52,0.00,0.00,25.52
IN,18,Fayette County,041,18041,2015,23.434,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04
IN,18,Floyd County,043,18043,2015,76.778,0.00,0.01,0.01,0.00,0.01,0.09,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02
IN,18,Fountain County,045,18045,2015,16.591,0.05,0.03,0.08,0.00,0.08,0.64,0.00,0.00,0.64,0.00,0.03,0.03,0.03,0.57,0.00,0.00,0.57
IN,18,Franklin County,047,18047,2015,22.872,0.00,0.02,0.02,0.00,0.02,0.13,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.06
IN,18,Fulton County,049,18049,2015,20.315,7.65,0.26,7.91,0.00,7.11,23.06,0.00,0.00,23.06,7.56,0.20,7.76,6.98,22.93,0.00,0.00,22.93
IN,18,Gibson County,051,18051,2015,33.775,0.43,0.00,0.43,0.00,0.39,4.83,0.00,0.00,4.83,0.43,0.00,0.43,0.39,4.83,0.00,0.00,4.83
IN,18,Grant County,053,18053,2015,67.979,0.14,0.05,0.19,0.00,0.17,0.35,0.00,0.00,0.35,0.11,0.00,0.11,0.10,0.09,0.00,0.00,0.09
IN,18,Greene County,055,18055,2015,32.441,0.04,0.00,0.04,0.00,0.04,2.20,0.00,0.00,2.20,0.04,0.00,0.04,0.04,2.20,0.00,0.00,2.20
IN,18,Hamilton County,057,18057,2015,309.697,0.85,0.28,1.13,0.00,1.02,4.28,0.00,0.00,4.28,0.40,0.10,0.50,0.45,3.69,0.00,0.00,3.69
IN,18,Hancock County,059,18059,2015,72.520,0.02,0.01,0.03,0.00,0.02,0.28,0.00,0.00,0.28,0.01,0.00,0.01,0.01,0.21,0.00,0.00,0.21
IN,18,Harrison County,061,18061,2015,39.578,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03
IN,18,Hendricks County,063,18063,2015,158.192,0.09,0.09,0.18,0.00,0.17,0.53,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.07
IN,18,Henry County,065,18065,2015,48.985,0.06,0.16,0.22,0.00,0.19,0.15,0.00,0.00,0.15,0.05,0.00,0.05,0.04,0.02,0.00,0.00,0.02
IN,18,Howard County,067,18067,2015,82.556,0.11,0.01,0.12,0.00,0.11,0.34,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.08
IN,18,Huntington County,069,18069,2015,36.630,0.00,0.01,0.01,0.00,0.01,0.80,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.67
IN,18,Jackson County,071,18071,2015,44.069,2.19,0.13,2.32,0.00,2.09,3.00,0.00,0.00,3.00,2.17,0.11,2.28,2.05,2.93,0.00,0.00,2.93
IN,18,Jasper County,073,18073,2015,33.470,4.01,10.54,14.55,0.00,13.09,21.18,0.00,0.00,21.18,3.53,10.54,14.07,12.66,21.05,0.00,0.00,21.05
IN,18,Jay County,075,18075,2015,21.121,0.02,0.07,0.09,0.00,0.08,0.96,0.00,0.00,0.96,0.02,0.07,0.09,0.08,0.96,0.00,0.00,0.96
IN,18,Jefferson County,077,18077,2015,32.416,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04
IN,18,Jennings County,079,18079,2015,27.897,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.08
IN,18,Johnson County,081,18081,2015,149.633,0.34,0.10,0.44,0.00,0.39,3.34,0.00,0.00,3.34,0.30,0.00,0.30,0.27,3.08,0.00,0.00,3.08
IN,18,Knox County,083,18083,2015,37.927,7.87,0.25,8.12,0.00,7.30,34.98,0.00,0.00,34.98,7.87,0.22,8.09,7.28,34.91,0.00,0.00,34.91
IN,18,Kosciusko County,085,18085,2015,78.620,6.99,0.33,7.32,0.00,6.58,18.24,0.00,0.00,18.24,6.96,0.33,7.29,6.56,18.04,0.00,0.00,18.04
IN,18,LaGrange County,087,18087,2015,38.809,6.36,1.29,7.65,0.00,6.88,25.62,0.00,0.00,25.62,6.36,1.29,7.65,6.88,25.55,0.00,0.00,25.55
IN,18,Lake County,089,18089,2015,487.865,0.42,4.03,4.45,0.00,4.00,8.51,0.00,0.00,8.51,0.34,4.02,4.36,3.92,8.11,0.00,0.00,8.11
IN,18,LaPorte County,091,18091,2015,110.884,11.12,13.51,24.63,0.00,22.17,54.64,0.00,0.00,54.64,11.09,13.45,24.54,22.09,54.38,0.00,0.00,54.38
IN,18,Lawrence County,093,18093,2015,45.495,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.38
IN,18,Madison County,095,18095,2015,129.723,0.08,0.08,0.16,0.00,0.14,1.12,0.00,0.00,1.12,0.05,0.06,0.11,0.10,0.86,0.00,0.00,0.86
IN,18,Marion County,097,18097,2015,939.020,0.38,0.40,0.78,0.00,0.70,1.09,0.00,0.00,1.09,0.09,0.01,0.10,0.09,0.17,0.00,0.00,0.17
IN,18,Marshall County,099,18099,2015,46.857,1.70,0.25,1.95,0.00,1.75,13.68,0.00,0.00,13.68,1.61,0.24,1.85,1.66,13.42,0.00,0.00,13.42
IN,18,Martin County,101,18101,2015,10.226,0.00,0.04,0.04,0.00,0.04,0.47,0.00,0.00,0.47,0.00,0.03,0.03,0.03,0.40,0.00,0.00,0.40
IN,18,Miami County,103,18103,2015,35.862,0.15,0.08,0.23,0.00,0.21,3.06,0.00,0.00,3.06,0.15,0.08,0.23,0.21,3.06,0.00,0.00,3.06
IN,18,Monroe County,105,18105,2015,144.705,0.00,0.09,0.09,0.00,0.08,0.17,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10
IN,18,Montgomery County,107,18107,2015,38.227,0.15,0.03,0.18,0.00,0.16,1.21,0.00,0.00,1.21,0.11,0.01,0.12,0.11,1.01,0.00,0.00,1.01
IN,18,Morgan County,109,18109,2015,69.648,0.01,0.02,0.03,0.00,0.02,0.10,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03
IN,18,Newton County,111,18111,2015,14.008,0.55,0.29,0.84,0.00,0.76,6.26,0.00,0.00,6.26,0.55,0.29,0.84,0.76,6.26,0.00,0.00,6.26
IN,18,Noble County,113,18113,2015,47.733,2.82,0.05,2.87,0.00,2.58,13.78,0.00,0.00,13.78,2.78,0.00,2.78,2.50,13.71,0.00,0.00,13.71
IN,18,Ohio County,115,18115,2015,5.938,0.16,0.08,0.24,0.00,0.21,0.26,0.00,0.00,0.26,0.07,0.00,0.07,0.06,0.19,0.00,0.00,0.19
IN,18,Orange County,117,18117,2015,19.605,0.00,0.08,0.08,0.00,0.07,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
IN,18,Owen County,119,18119,2015,20.872,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10
